iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
42000,0.00000,0.00000,0.00000,0.00000,1.47447,0.796164,0.640510,2.87074,1.26630,0.370078,2.55198,0.424498,3.16917,1.15932,1.00535,1.87019,1.11115,0.563040,1.82596,2.60750,2.42193,1.11195,1.81929,0.959093,3.49499,2.22976,1.44968,2.20545,1.06600,2.51245,2.47931,1.31332,1.64088,0.958935,1.18852,0.983631,1.61074,1.94999,1.96038,1.23848,0.749653,1.07595,2.54549,1.95487,7.03035,0.00000,0.00000,0.00000,0.00000,0.00000
43000,0.00000,0.00000,0.00000,0.00000,2.79573,1.00385,3.33728,2.75983,1.33179,2.35206,3.32987,1.05006,1.41439,1.08117,1.69773,0.816322,2.27683,0.898876,0.598433,2.60244,2.28819,1.44009,0.582081,1.18920,2.94567,2.14709,1.70188,2.85412,1.62138,2.50928,1.36061,1.22587,0.364817,0.711997,2.84942,2.47545,1.21325,1.44587,1.60929,2.48366,0.880550,1.06054,1.88204,2.04842,2.87669,0.00000,0.00000,0.00000,0.00000,0.00000
44000,0.00000,0.00000,0.00000,0.00000,2.66991,1.48766,2.47270,1.17621,0.863968,2.21057,2.50209,1.81084,0.552235,1.19967,2.59131,1.26101,0.789960,1.30462,2.15499,1.90798,0.974076,1.37944,2.50657,0.624443,1.72683,0.919119,1.47269,1.26202,1.73254,0.709650,0.634540,1.94168,0.446378,1.19984,3.38515,1.41322,0.642061,1.24472,1.98743,2.30261,1.70161,2.65247,2.09031,1.86320,4.79635,0.00000,0.00000,0.00000,0.00000,0.00000
45000,0.00000,0.00000,0.00000,0.00000,1.75191,1.35311,1.91941,3.48840,0.875679,1.96126,1.43053,1.04008,1.94682,0.278849,2.98078,1.63100,1.70276,3.59459,1.31476,0.310868,0.534374,1.67933,1.08728,0.954790,1.11675,1.40352,0.978790,0.628551,1.89723,1.71061,2.07799,1.07098,3.43687,1.30803,1.41782,1.74210,0.698554,2.62529,0.624639,2.53552,2.11271,2.88779,2.14330,1.01918,6.22352,0.00000,0.00000,0.00000,0.00000,0.00000
46000,0.00000,0.00000,0.00000,0.00000,2.82837,1.54552,0.536242,2.34157,0.637575,3.08747,0.661302,0.482260,2.41758,0.636615,2.78852,1.69726,0.952113,1.93124,2.23468,1.31042,0.589678,0.713714,0.825909,1.84513,1.80018,1.18498,1.07500,1.06516,1.98590,2.80054,1.79718,2.01039,2.09515,0.652035,0.715690,0.572790,1.83803,0.558416,0.448106,2.93093,0.467955,1.71621,1.35078,3.46860,2.10776,0.00000,0.00000,0.00000,0.00000,0.00000
47000,0.00000,0.00000,0.00000,0.00000,2.91249,0.438030,4.16242,2.79972,1.34175,3.03433,2.03147,1.93617,0.255697,1.13305,2.20046,0.969709,1.75569,1.37346,1.64913,2.38445,0.609012,1.31613,1.09234,1.52456,2.27532,1.94029,2.12746,2.18702,1.20156,1.32258,1.25464,1.44652,2.44469,1.75278,1.06423,0.900489,1.50703,1.69071,0.527207,2.74312,2.59704,1.19181,3.63013,1.12596,2.13085,0.00000,0.00000,0.00000,0.00000,0.00000
48000,0.00000,0.00000,0.00000,0.00000,2.52551,3.97658,1.22603,1.10630,1.82438,1.51185,1.08183,0.567630,2.14905,0.448961,1.93382,0.836708,1.32886,0.968093,2.25168,1.76875,0.944250,1.44780,3.12954,1.64795,2.05792,0.828040,1.40826,1.20344,1.09583,1.02828,0.601294,1.04132,2.18590,2.22339,1.75900,1.44406,1.26002,2.33594,1.07222,1.91319,1.95113,2.33851,1.74833,2.63573,7.51510,0.00000,0.00000,0.00000,0.00000,0.00000
49000,0.00000,0.00000,0.00000,0.00000,1.65047,0.979494,1.06918,1.67292,0.362190,1.33836,1.59027,1.33087,3.26407,0.677227,2.75517,1.65908,1.17577,2.66114,0.933808,0.849172,1.81959,0.782277,3.35654,1.03891,0.678709,1.91036,0.591222,2.26263,1.70912,1.20058,1.23585,1.12044,1.55860,2.55364,0.743805,0.983164,1.33127,1.34654,1.27245,3.94342,1.93142,2.73123,2.64528,2.33036,6.10287,0.00000,0.00000,0.00000,0.00000,0.00000
50000,0.00000,0.00000,0.00000,0.00000,1.02271,0.850644,0.907851,1.91211,0.793456,0.990773,1.65690,1.16912,2.32416,0.861489,1.26683,1.57928,0.610603,1.86737,2.18483,1.16452,0.883299,0.464058,1.71881,0.802975,3.22272,0.448221,2.29390,1.22884,1.66676,0.885320,1.81819,1.85080,2.79835,2.33740,1.20244,0.815242,1.71307,2.54843,2.11943,1.16986,2.58443,0.836822,2.97145,1.35538,5.99102,0.00000,0.00000,0.00000,0.00000,0.00000
51000,0.00000,0.00000,0.00000,0.00000,1.38332,2.85807,2.03226,3.69902,1.04861,0.804071,0.429463,1.28153,2.98204,0.982563,1.02578,1.19708,1.52932,1.90717,1.68928,1.94234,1.92829,0.524257,1.78319,0.780906,1.68901,1.61001,1.12157,1.45635,1.59517,1.29284,0.808332,2.18742,3.10998,2.52051,1.31809,0.974281,1.56483,2.36405,1.37693,2.36799,1.91388,0.515196,0.552074,2.43970,2.00722,0.00000,0.00000,0.00000,0.00000,0.00000
